Coach,Team,Year_N,Predictor,Outcome,Background
Ron Rivera,CAR,2018,0.0972909331321716,0.096792453956604,Defensive
Dave Wannstedt,CHI,1996,0.006169147789478304,-0.0417224466800689,Defensive
Dave Wannstedt,CHI,1997,0.025395795702934276,-0.0725844204425811,Defensive
Dick Jauron,CHI,2002,0.0698638819158077,0.0949614644050598,Defensive
Lovie Smith,CHI,2007,0.014373250305652573,-0.0774132013320922,Defensive
Lovie Smith,CHI,2008,0.01015071570873257,-0.0757737159729003,Defensive
Lovie Smith,CHI,2009,-0.0101039558649063,0.0014004707336425,Defensive
Lovie Smith,CHI,2010,-0.0379030555486679,-0.0076407194137573,Defensive
Lovie Smith,CHI,2011,-0.03985679149627683,0.039489209651947,Defensive
Mike Ditka,CHI,1985,0.041691550505161275,0.2471189498901367,Offensive
Mike Ditka,CHI,1986,0.1271734684705734,0.3935003574371337,Offensive
Mike Ditka,CHI,1987,0.22904003400802606,0.0884435176849365,Offensive
Mike Ditka,CHI,1988,0.2354177011966705,-0.1578791141510009,Offensive
Mike Ditka,CHI,1989,0.14279592771530147,-0.0288115143775939,Offensive
Mike Ditka,CHI,1990,0.07381331164836884,0.058577537536621,Offensive
Mike Ditka,CHI,1991,-0.009917393326759325,-0.0549478828907012,Offensive
David Shula,CIN,1995,-0.07487133517861365,-0.4167358776092529,Offensive
Marvin Lewis,CIN,2006,-0.053077846765518175,-0.1084844470024108,Defensive
Marvin Lewis,CIN,2007,-0.0599807947874069,0.0034194969654083,Defensive
Marvin Lewis,CIN,2008,-0.06470270992517468,0.0619105696678161,Defensive
Marvin Lewis,CIN,2009,-0.038171937477588645,-0.1615174114704132,Defensive
Marvin Lewis,CIN,2010,-0.0511679479598999,0.0122328996658325,Defensive
Marvin Lewis,CIN,2011,-0.020988611292839073,0.1151395440101623,Defensive
Marvin Lewis,CIN,2012,0.0069414004683494256,0.1518706679344177,Defensive
Marvin Lewis,CIN,2013,0.029431425034999827,0.0141087257385253,Defensive
Marvin Lewis,CIN,2014,0.07333795933723444,0.0221365690231323,Defensive
Marvin Lewis,CIN,2015,0.07581387667655941,-0.1494144118309021,Defensive
Marvin Lewis,CIN,2016,0.00967538771629331,-0.0275588631629943,Defensive
Marvin Lewis,CIN,2017,-0.0351819950580597,0.0215819180011749,Defensive
Paul Brown,CIN,1973,-0.06589623622894285,0.0307621955871582,Other
Paul Brown,CIN,1974,-0.046006527209281924,0.1656186348915099,Other
Sam Wyche,CIN,1987,0.0016237349390983754,0.0500422716140747,Offensive
Sam Wyche,CIN,1988,6.377707719805101e-05,-0.0635268092155456,Offensive
Sam Wyche,CIN,1989,0.010930985319614426,0.0538646578788757,Offensive
Sam Wyche,CIN,1990,-0.0011666863083839244,-0.1430304944515228,Offensive
Zac Taylor,CIN,2022,-0.0404235930681229,0.0681793183326721,Offensive
Zac Taylor,CIN,2023,0.018485847723484,-0.0499644189834594,Offensive
Bill Belichick,CLE,1994,0.07748157531023026,-0.165005624294281,Defensive
Kevin Stefanski,CLE,2023,0.09440067964792248,-0.0114562139511108,Offensive
Chuck Pagano,CLT,2015,0.13436795026063916,0.0987794697284698,Defensive
Chuck Pagano,CLT,2016,0.09841429442167277,-0.1663790643215179,Defensive
Frank Reich,CLT,2021,-0.03432552292346953,0.065204280757904,Offensive
Ron Meyer,CLT,1990,0.12676553949713704,-0.2908766269683838,Other
Ted Marchibroda,CLT,1978,0.046842662823200196,-0.1279553472995758,Offensive
Ted Marchibroda,CLT,1992,0.025043254923820497,-0.1266023218631744,Offensive
Ted Marchibroda,CLT,1993,-0.01060041040182113,-0.0321128368377685,Offensive
Ted Marchibroda,CLT,1994,-0.029684945940971354,0.0218213200569152,Offensive
Tony Dungy,CLT,2005,0.1051387190818786,0.052503228187561,Defensive
Tony Dungy,CLT,2006,0.09989181160926812,0.1244889497756958,Defensive
Tony Dungy,CLT,2007,0.10742110013961789,0.1724174618721008,Defensive
Bruce Arians,CRD,2016,0.09508024693727489,0.1635200083255767,Offensive
Don Coryell,CRD,1976,0.07758577333688735,0.0257251858711242,Other
Jim Hanifan,CRD,1983,0.04787154270410535,-0.0252788662910461,Offensive
Jim Hanifan,CRD,1984,0.07483991010189055,-0.1104882061481475,Offensive
Ken Whisenhunt,CRD,2010,-0.017555452883243526,0.0042628049850463,Offensive
Ken Whisenhunt,CRD,2011,-0.037883743643760646,-0.0805072784423828,Offensive
Vince Tobin,CRD,1999,0.05435136705636975,-0.1069475644111633,Defensive
Jason Garrett,DAL,2014,-0.012220062315464025,-0.0397770702838897,Offensive
Jason Garrett,DAL,2015,0.000577986240386975,0.1582468152046203,Offensive
Jason Garrett,DAL,2016,0.032292671501636526,0.0889102816581726,Offensive
Jason Garrett,DAL,2017,0.0626504048705101,0.0582907199859619,Offensive
Jason Garrett,DAL,2018,0.06641768664121628,-0.0047371983528137,Offensive
Jimmy Johnson,DAL,1992,0.07334331050515172,0.0897803306579589,Defensive
Mike McCarthy,DAL,2023,0.11346439753770822,0.087629142332077,Offensive
Tom Landry,DAL,1973,0.08036364283561705,0.0935797525882721,Defensive
Tom Landry,DAL,1974,0.09110109673738477,0.0606669419288635,Defensive
Tom Landry,DAL,1975,0.07901388241052627,0.1065249807357787,Defensive
Tom Landry,DAL,1976,0.07686589823961254,0.1488395234107971,Defensive
Tom Landry,DAL,1977,0.10240279966592786,0.0814244747161865,Defensive
Tom Landry,DAL,1978,0.09936398019790645,0.0874443650245666,Defensive
Tom Landry,DAL,1979,0.10605833597183222,0.1138834357261657,Defensive
Tom Landry,DAL,1980,0.10789794971942897,0.0095739960670471,Defensive
Tom Landry,DAL,1981,0.07308156788349147,0.0989278499603271,Defensive
Tom Landry,DAL,1982,0.07745741169452662,0.1167560815811157,Defensive
Tom Landry,DAL,1983,0.0847853408336639,0.1136724352836608,Defensive
Tom Landry,DAL,1984,0.08473259072303767,0.0172095298767089,Defensive
Tom Landry,DAL,1985,0.08664147417545313,0.0812346935272216,Defensive
Tom Landry,DAL,1986,0.08221818506717675,0.0279643361091613,Defensive
Tom Landry,DAL,1987,0.06002024869918815,-0.082933098077774,Defensive
Dan Reeves,DEN,1984,0.018162576782703374,0.0056385397911071,Offensive
Dan Reeves,DEN,1985,0.028545407879352523,0.0490443706512451,Offensive
Dan Reeves,DEN,1986,0.05660943686962123,0.1365434646606445,Offensive
Dan Reeves,DEN,1987,0.08624673187732693,-0.0230888724327087,Offensive
Dan Reeves,DEN,1988,0.042034375667571997,0.0766782760620117,Offensive
Dan Reeves,DEN,1989,0.05979430973529815,-0.1259086430072784,Offensive
Dan Reeves,DEN,1990,0.016056056320667277,0.053970456123352,Offensive
Dan Reeves,DEN,1991,-0.004587195813655845,0.1072460412979126,Offensive
John Ralston,DEN,1975,0.08295129902362817,0.1345845560073852,Offensive
Mike Shanahan,DEN,1998,0.05700963735580445,-0.0349223613739013,Offensive
Mike Shanahan,DEN,1999,0.06128551065921785,0.0415493249893188,Offensive
Mike Shanahan,DEN,2000,0.0469503402709961,-0.0611703991889953,Offensive
Mike Shanahan,DEN,2001,0.02602343261241915,0.0394512414932251,Offensive
Mike Shanahan,DEN,2002,-0.003773048520088175,0.089252233505249,Offensive
Mike Shanahan,DEN,2003,0.0272706001996994,-0.0009637475013732,Offensive
Mike Shanahan,DEN,2004,0.0166423320770264,0.0446222424507141,Offensive
Mike Shanahan,DEN,2005,0.04309049248695374,0.0092403292655944,Offensive
Mike Shanahan,DEN,2006,0.035537764430046075,-0.1065389513969421,Offensive
Mike Shanahan,DEN,2007,-0.013410031795501699,-0.0176572203636169,Offensive
Jim Schwartz,DET,2012,-0.1092063188552856,-0.1200618147850036,Defensive
Monte Clark,DET,1981,-0.06349942088127132,-0.0144080048561096,Offensive
Monte Clark,DET,1982,-0.06090794816017148,0.0122552514076232,Offensive
Monte Clark,DET,1983,-0.029318380498886104,-0.0575156128883361,Offensive
Wayne Fontes,DET,1992,-0.0016767382621765033,0.0684937238693237,Defensive
Wayne Fontes,DET,1993,0.0031942650675773725,0.0387229919433593,Defensive
Wayne Fontes,DET,1994,0.041563205420970896,-0.1036716103553772,Defensive
Wayne Fontes,DET,1995,-0.0257810726761818,-0.1566232144832611,Defensive
Bart Starr,GNB,1978,-0.04155151255130768,-0.0428520441055297,Offensive
Bart Starr,GNB,1979,-0.04021220529079435,-0.0204382621765136,Offensive
Bart Starr,GNB,1980,-0.06054079366922373,-0.0613021254539489,Offensive
Bart Starr,GNB,1981,-0.0498527288436889,0.1123615323066711,Offensive
Bart Starr,GNB,1982,-0.003057724857330274,0.0683123469352722,Offensive
Matt LaFleur,GNB,2022,0.010816990208625768,0.074016550207138,Offensive
Matt LaFleur,GNB,2023,0.011964717137813545,0.0984385891914367,Offensive
Mike Holmgren,GNB,1995,0.10456462949514389,0.1144202351570129,Offensive
Mike Holmgren,GNB,1996,0.0959329307079315,0.1710399389266967,Offensive
Mike Holmgren,GNB,1997,0.11089254915714263,0.2511015236377716,Offensive
Mike McCarthy,GNB,2009,-0.032448761165142045,-0.0399611592292785,Offensive
Mike McCarthy,GNB,2010,-0.058438271284103345,0.2064900994300842,Offensive
Mike McCarthy,GNB,2011,-0.04435616731643672,0.0188139677047729,Offensive
Mike McCarthy,GNB,2012,0.025458350777626072,0.11522019739151,Offensive
Mike McCarthy,GNB,2013,0.07514077632427217,0.0015094876289367,Offensive
Mike McCarthy,GNB,2014,0.08550843803882598,-0.0856155157089233,Offensive
Mike McCarthy,GNB,2015,0.012482034254074098,-0.0142171382904052,Offensive
Mike McCarthy,GNB,2016,0.004224257755279573,0.1029117703437805,Offensive
Mike McCarthy,GNB,2017,0.0011471509933471992,-0.0564520359039306,Offensive
Mike Sherman,GNB,2003,0.0486645847558975,0.1756664216518402,Offensive
Mike Sherman,GNB,2004,0.0978669002652168,-0.0555859506130218,Offensive
Bill O'Brien,HTX,2017,0.10973051190376275,0.1090950965881347,Offensive
Bill O'Brien,HTX,2018,0.12180197238922112,0.167829155921936,Offensive
Bill O'Brien,HTX,2019,0.11115323752164835,-0.3196544051170349,Offensive
Gary Kubiak,HTX,2009,0.060003615915775306,-0.1190759539604187,Offensive
Gary Kubiak,HTX,2010,0.04690609872341156,-0.0249501466751098,Offensive
Gary Kubiak,HTX,2011,-0.0128374472260475,0.1183006167411804,Offensive
Gary Kubiak,HTX,2012,-0.007242545485496497,0.0033040535926818,Offensive
Jack Del Rio,JAX,2006,-0.0319259315729141,0.0370748043060302,Defensive
Jack Del Rio,JAX,2007,0.008031249046325671,-0.0473522841930389,Defensive
Jack Del Rio,JAX,2008,-6.712228059770411e-05,-0.1260767579078674,Defensive
Jack Del Rio,JAX,2009,-0.05316177755594253,0.1511026620864868,Defensive
Jack Del Rio,JAX,2010,0.0036871060729026725,-0.1964438972949981,Defensive
Tom Coughlin,JAX,1998,0.05136664211750025,0.1343895196914672,Offensive
Tom Coughlin,JAX,1999,0.10652632266283027,-0.0400196313858032,Offensive
Tom Coughlin,JAX,2000,0.07530871033668511,-0.1255941390991211,Offensive
Tom Coughlin,JAX,2001,0.03065663576126095,-0.2041181921958923,Offensive
Andy Reid,KAN,2016,0.10126409679651258,-0.0307012200355529,Offensive
Andy Reid,KAN,2017,0.0800541266798973,0.1233413815498352,Offensive
Andy Reid,KAN,2018,0.08181077241897583,0.0541204214096069,Offensive
Andy Reid,KAN,2019,0.07237279415130615,0.175828754901886,Offensive
Andy Reid,KAN,2020,0.0806473344564438,0.059682832622528,Offensive
Andy Reid,KAN,2021,0.10324334762096403,0.19917138671875,Offensive
Andy Reid,KAN,2022,0.12220084891319272,0.0689227863311767,Offensive
Andy Reid,KAN,2023,0.12590144014358517,0.2135925530433654,Offensive
Dick Vermeil,KAN,2004,-0.008460089564323377,0.0118852853775024,Offensive
Hank Stram,KAN,1973,-0.019629125785827626,-0.0836003819942474,Other
Marty Schottenheimer,KAN,1992,0.05231723396778105,0.1064328551292419,Defensive
Marty Schottenheimer,KAN,1993,0.04646572470664975,0.068625271320343,Defensive
Marty Schottenheimer,KAN,1994,0.061156690120697,0.1113673448562622,Defensive
Marty Schottenheimer,KAN,1995,0.06948857009410858,0.0018451809883117,Defensive
Marty Schottenheimer,KAN,1996,0.0720676630735397,0.1470683813095092,Defensive
Marty Schottenheimer,KAN,1997,0.08222654461860653,0.0604650378227233,Defensive
Marv Levy,KAN,1981,-0.06984011083841325,-0.1251987163543701,Other
Dave Wannstedt,MIA,2003,0.04607005417346954,-0.1373545856714248,Defensive
Don Shula,MIA,1973,0.15269245538711546,0.2189289099693298,Defensive
Don Shula,MIA,1974,0.18208455212116237,0.1838035219192505,Defensive
Don Shula,MIA,1975,0.19918156912326812,-0.052961928987503,Defensive
Don Shula,MIA,1976,0.12353827224969863,0.1067750089645386,Defensive
Don Shula,MIA,1977,0.11413637796640397,0.1206430792808532,Defensive
Don Shula,MIA,1978,0.08956492029428482,0.2038874328136444,Defensive
Don Shula,MIA,1979,0.09458589801788331,0.1070689857006073,Defensive
Don Shula,MIA,1980,0.13459362668991087,0.1736429250717163,Defensive
Don Shula,MIA,1981,0.1513106057167053,0.2013596656799317,Defensive
Don Shula,MIA,1982,0.17148975231647492,0.0763605237007141,Defensive
Don Shula,MIA,1983,0.13960802503824235,0.1953672766685485,Defensive
Don Shula,MIA,1984,0.16168259778022764,0.1853496432304382,Defensive
Don Shula,MIA,1985,0.16460927731990813,8.210539817810059e-05,Defensive
Don Shula,MIA,1986,0.11428988724946973,0.1550282116413116,Defensive
Don Shula,MIA,1987,0.13395680923461908,-0.0012167394161224,Defensive
Don Shula,MIA,1988,0.08481080521345137,0.0220636129379272,Defensive
Don Shula,MIA,1989,0.043989297640323624,0.0948536396026611,Defensive
Don Shula,MIA,1990,0.06768218119144437,-0.002628743648529,Defensive
Don Shula,MIA,1991,0.02826794236898423,0.080504834651947,Defensive
Don Shula,MIA,1992,0.04869833588600157,0.2784186601638794,Defensive
Don Shula,MIA,1993,0.11278709769248962,0.0107214450836181,Defensive
Don Shula,MIA,1994,0.09175404906272887,0.193181425333023,Defensive
Brad Childress,MIN,2009,-0.008168518543243401,-0.1126441478729248,Offensive
Bud Grant,MIN,1973,0.06504172501564023,0.0291359656333923,Other
Bud Grant,MIN,1974,0.03832427909374235,0.0470309158325195,Other
Bud Grant,MIN,1975,0.022116676807403552,0.0880822075843811,Other
Bud Grant,MIN,1976,0.07821292099952695,0.2447086373806,Other
Bud Grant,MIN,1977,0.10223943160772322,0.0495849334716796,Other
Bud Grant,MIN,1978,0.10735167356729504,-0.0641927123069763,Other
Bud Grant,MIN,1979,0.0795457665324211,-0.0607964396476745,Other
Bud Grant,MIN,1980,0.0423261047244072,0.0284322202205657,Other
Bud Grant,MIN,1981,-0.011742999565601377,0.0932417934894561,Other
Bud Grant,MIN,1982,-0.0008287845611572517,-0.0296061635017395,Other
Dennis Green,MIN,1995,-0.025673165917396573,0.0739455819129943,Offensive
Dennis Green,MIN,1996,-0.016148164868354825,0.1361317932605743,Offensive
Dennis Green,MIN,1997,0.031166531145572628,0.266020655632019,Offensive
Dennis Green,MIN,1998,0.09668355435132978,0.1153841614723205,Offensive
Dennis Green,MIN,1999,0.14787054806947703,0.1463210582733154,Offensive
Dennis Green,MIN,2000,0.16596441715955731,0.016086613702774,Offensive
Bum Phillips,NOR,1984,0.012837965643405898,0.0353445466041564,Defensive
Jim Haslett,NOR,2003,-0.028603538870811424,-0.0290197730064392,Defensive
Jim Haslett,NOR,2004,-0.0374909788370132,-0.1332655251026153,Defensive
Jim Mora Sr,NOR,1989,0.009989452362060525,0.115501582622528,Defensive
Jim Mora Sr,NOR,1990,0.0753980845212936,0.1025100350379943,Defensive
Jim Mora Sr,NOR,1991,0.06687967479228968,0.1537914872169494,Defensive
Jim Mora Sr,NOR,1992,0.0963503569364547,0.006897896528244,Defensive
Jim Mora Sr,NOR,1993,0.09467525035142893,-0.0241449773311615,Defensive
Jim Mora Sr,NOR,1994,0.05976361036300656,-0.160302996635437,Defensive
Jim Mora Sr,NOR,1995,-0.005939647555351278,-0.1584640741348266,Defensive
Sean Payton,NOR,2009,0.0334889069199562,0.1164529919624328,Offensive
Sean Payton,NOR,2010,0.04788052290678023,0.3049663305282593,Offensive
Sean Payton,NOR,2013,0.17039495706558225,-0.0382747054100036,Offensive
Sean Payton,NOR,2014,0.13812455534934998,-0.0530748963356018,Offensive
Sean Payton,NOR,2015,0.09574258327484132,0.0103679895401,Offensive
Sean Payton,NOR,2016,0.0220929980278015,0.1216957569122314,Offensive
Sean Payton,NOR,2017,0.010178536176681501,0.178507924079895,Offensive
Sean Payton,NOR,2018,0.06437419354915615,0.1423795819282531,Offensive
Sean Payton,NOR,2019,0.11323781311511988,0.0647568702697753,Offensive
Sean Payton,NOR,2020,0.1268350332975387,0.0649494022369384,Offensive
Bill Belichick,NWE,2003,0.03294741362333298,0.2665990591049194,Defensive
Bill Belichick,NWE,2004,0.11271731555461882,0.2350420951843261,Defensive
Bill Belichick,NWE,2005,0.17121003568172452,0.1334104537963867,Defensive
Bill Belichick,NWE,2006,0.20475204288959498,0.2915188074111938,Defensive
Bill Belichick,NWE,2007,0.2316426038742065,0.1205599308013916,Defensive
Bill Belichick,NWE,2008,0.19513282179832453,0.0461448431015014,Defensive
Bill Belichick,NWE,2009,0.14790850877761835,0.1856096982955932,Defensive
Bill Belichick,NWE,2010,0.16095831990242,0.110820472240448,Defensive
Bill Belichick,NWE,2011,0.11578373610973355,0.0102555155754089,Defensive
Bill Belichick,NWE,2012,0.08820763230323787,0.1826866865158081,Defensive
Bill Belichick,NWE,2013,0.12234309315681455,0.0584699511528015,Defensive
Bill Belichick,NWE,2014,0.09055815637111662,0.1530036926269531,Defensive
Bill Belichick,NWE,2015,0.1011039614677429,0.265707790851593,Defensive
Bill Belichick,NWE,2016,0.16496703028678894,0.218624472618103,Defensive
Bill Belichick,NWE,2017,0.17395147681236267,0.0049801468849182,Defensive
Bill Belichick,NWE,2018,0.16057902574539185,0.0842496752738952,Defensive
Bill Belichick,NWE,2019,0.14339052140712735,-0.0142642259597778,Defensive
Bill Belichick,NWE,2020,0.07339751720428465,-0.0492545097351074,Defensive
Bill Belichick,NWE,2021,0.006427771615982049,-0.1225636691093444,Defensive
Bill Belichick,NWE,2022,-0.0254581823825836,-0.1289511069774627,Defensive
Chuck Fairbanks,NWE,1976,-0.0054602126240730214,0.091329524898529,Other
Chuck Fairbanks,NWE,1977,0.03724607328176498,0.1462295945167541,Other
Raymond Berry,NWE,1988,0.11042930622100827,-0.0025027692317962,Offensive
Bill Parcells,NYG,1986,0.0489416176199913,0.0367811560630798,Defensive
Bill Parcells,NYG,1987,0.07939099371433254,0.0403962731361389,Defensive
Bill Parcells,NYG,1988,0.0874797761440277,0.1599398255348205,Defensive
Bill Parcells,NYG,1989,0.13162337839603422,0.1086127758026123,Defensive
Jim Fassel,NYG,2000,0.026654014575481375,-0.1218464970588684,Offensive
Jim Fassel,NYG,2001,-0.027522422373294848,0.0900266766548156,Offensive
Jim Fassel,NYG,2002,0.014872305095195729,-0.0365982949733734,Offensive
Tom Coughlin,NYG,2007,0.07430242747068402,0.0836548805236816,Offensive
Tom Coughlin,NYG,2008,0.07800021767616269,0.0370575785636901,Offensive
Tom Coughlin,NYG,2009,0.057251900434494005,0.1174051761627197,Offensive
Tom Coughlin,NYG,2010,0.09083048999309536,-0.0431103706359863,Offensive
Tom Coughlin,NYG,2011,0.04875181615352628,-0.0698269605636596,Offensive
Tom Coughlin,NYG,2012,0.010381355881690976,0.0967467725276947,Offensive
Tom Coughlin,NYG,2013,0.025303654372692126,-0.0234534740447998,Offensive
Tom Coughlin,NYG,2014,-0.00991100817918775,-0.0082049369812011,Offensive
Joe Walton,NYJ,1986,0.047225080430507625,-0.0397455155849456,Offensive
Joe Walton,NYJ,1987,0.04992852210998532,-0.0461216485977172,Offensive
Joe Walton,NYJ,1988,0.013739623713493345,-0.0556005835533142,Offensive
Rex Ryan,NYJ,2012,-0.005497708916664126,0.0929801762104034,Defensive
Rex Ryan,NYJ,2013,0.02279958873987195,-0.1943043172359466,Defensive
Walt Michaels,NYJ,1980,-0.03106171430945395,0.0241009079933166,Defensive
Walt Michaels,NYJ,1981,-0.022003946614265447,0.0273238961219787,Defensive
Bum Phillips,OTI,1978,0.0415161914348602,0.0175552368164062,Defensive
Bum Phillips,OTI,1979,0.02914194846153255,0.0756958127021789,Defensive
Jack Pardee,OTI,1993,0.004080086946487375,-0.1641704678535461,Defensive
Jeff Fisher,OTI,1998,-0.08947218954563138,0.2081083059310913,Defensive
Jeff Fisher,OTI,1999,-0.02422589063644407,0.1236715912818908,Defensive
Jeff Fisher,OTI,2000,0.030438825488090505,0.0138084292411804,Defensive
Jeff Fisher,OTI,2001,0.05022260546684263,0.0424201488494873,Defensive
Jeff Fisher,OTI,2002,0.09700211882591245,0.0600637793540954,Defensive
Jeff Fisher,OTI,2003,0.05999098718166348,-0.0148083865642547,Defensive
Jeff Fisher,OTI,2004,0.025370992720127102,-0.092390239238739,Defensive
Jeff Fisher,OTI,2005,-0.0011786743998527492,0.1328152120113372,Defensive
Jeff Fisher,OTI,2006,0.021420091390609727,0.0053678750991821,Defensive
Jeff Fisher,OTI,2007,0.0077461153268814035,0.0463940501213073,Defensive
Jeff Fisher,OTI,2008,0.0230467244982719,-0.0295777916908264,Defensive
Jeff Fisher,OTI,2009,0.03874983638525006,-0.0344228446483612,Defensive
Mike Vrabel,OTI,2021,0.12364539167881008,0.0239366322040557,Defensive
Mike Vrabel,OTI,2022,0.09225922559499734,0.0663293317794799,Defensive
Andy Reid,PHI,2002,0.03228715062141418,0.1171865463256836,Offensive
Andy Reid,PHI,2003,0.09394575655460355,0.0974166393280029,Offensive
Andy Reid,PHI,2004,0.11821624636650083,0.0723745822906494,Offensive
Andy Reid,PHI,2005,0.11567258834838864,-0.0245295166969299,Offensive
Andy Reid,PHI,2006,0.0656120628118515,0.017599731683731,Offensive
Andy Reid,PHI,2007,0.04071535915136335,-0.0221502863883972,Offensive
Andy Reid,PHI,2008,0.010823627722263324,0.0886695384979248,Offensive
Andy Reid,PHI,2009,0.014897366774082176,0.0259144306182861,Offensive
Andy Reid,PHI,2010,0.027508353602886178,-0.0434292554855346,Offensive
Andy Reid,PHI,2011,0.01225110681056978,-0.07297283411026,Offensive
Buddy Ryan,PHI,1989,-0.0172943239212036,0.0051943063735961,Defensive
Dick Vermeil,PHI,1979,-0.07595269464254374,0.0036722421646118,Offensive
Dick Vermeil,PHI,1980,-0.07160905251502987,-0.0263974666595459,Offensive
Dick Vermeil,PHI,1981,-0.02215582132339475,-0.0921282712936401,Offensive
Doug Pederson,PHI,2019,0.07875708490610123,-0.0610383964061737,Offensive
Bill Cowher,PIT,1995,0.0538172125816345,-0.0036569237709045,Defensive
Bill Cowher,PIT,1996,0.039707392454147346,0.0719817280769348,Defensive
Bill Cowher,PIT,1997,0.07515503466129303,-0.066714346408844,Defensive
Bill Cowher,PIT,1998,0.039710953831672675,-0.0490023791790008,Defensive
Bill Cowher,PIT,1999,-0.011847980320453623,-0.004874050617218,Defensive
Bill Cowher,PIT,2000,-0.012152262032031999,0.1714464426040649,Defensive
Bill Cowher,PIT,2001,0.01271391659975053,0.1110619985580444,Defensive
Bill Cowher,PIT,2002,0.05715800284147263,-0.0878383517265319,Defensive
Bill Cowher,PIT,2003,0.04744900970458985,0.2629410028457641,Defensive
Bill Cowher,PIT,2004,0.11440277307033538,0.1592113971710205,Defensive
Bill Cowher,PIT,2005,0.11134401171207428,-0.0431116819381713,Defensive
Mike Tomlin,PIT,2010,0.0490726679563522,0.1213188171386718,Defensive
Mike Tomlin,PIT,2011,0.06806361675262447,0.0524705052375793,Defensive
Mike Tomlin,PIT,2012,0.0407655984163284,-0.0291440486907959,Defensive
Mike Tomlin,PIT,2013,0.04325436055660243,-0.0103956460952758,Defensive
Mike Tomlin,PIT,2014,0.033562406897544854,0.1634190380573272,Defensive
Mike Tomlin,PIT,2015,0.044087462127208696,0.1527561545372009,Defensive
Mike Tomlin,PIT,2016,0.0691588744521141,0.235908031463623,Defensive
Mike Tomlin,PIT,2017,0.13542189449071884,0.0891922033309936,Defensive
Mike Tomlin,PIT,2018,0.16031885684728617,0.0738516747951507,Defensive
Mike Tomlin,PIT,2019,0.13792701603174207,0.1094371080398559,Defensive
Mike Tomlin,PIT,2020,0.1270972544074058,-0.0560430109024048,Defensive
Mike Tomlin,PIT,2021,0.054109493815898864,-0.0421317726135254,Defensive
Mike Tomlin,PIT,2022,0.02127849982976911,-0.0873610704421997,Defensive
Mike Tomlin,PIT,2023,-0.019024686479568495,-0.0106321304321289,Defensive
Art Shell,RAI,1993,0.07383866608142847,0.0377760529518127,Offensive
John Madden,RAI,1973,0.06968398556709285,0.1830661197662353,Defensive
John Madden,RAI,1974,0.08587591018676753,0.0845696098327636,Defensive
John Madden,RAI,1975,0.09835315082073207,0.2805630432128906,Defensive
John Madden,RAI,1976,0.15709000825881952,0.118022061061859,Defensive
John Madden,RAI,1977,0.16655520846843713,-0.0057041645050048,Defensive
Jon Gruden,RAI,2018,-0.07059003412723537,-0.0343612432479858,Offensive
