Team,Year,Actual_Win_Pct,Predicted_With_Coach,Predicted_Replacement,Coaching_WAR,Predicted_Impact,Prediction_Error_Coach,Prediction_Error_Replacement,WAR_SE,Primary_Coach,Combined_Coach,WAR_Percentile
CAR,2015,0.9375,0.7552432,0.74815077,0.1893492341041565,0.0070924163,0.182256817817688,0.1893492341041565,2.076191738337326,Ron Rivera,Ron Rivera,96.02932193036041
DEN,1976,0.6429,0.50634503,0.45367876,0.18922124304771426,0.052666277,0.13655496635437014,0.18922124304771426,2.076191738337326,John Ralston,John Ralston,95.96823457544288
NWE,2008,0.6875,0.5313794,0.49880072,0.18869927525520325,0.032578677,0.15612059831619263,0.18869927525520325,2.076191738337326,Bill Belichick,Bill Belichick,95.90714722052535
BUF,1974,0.6429,0.5016221,0.4542349,0.18866510190963748,0.047387183,0.14127791919708255,0.18866510190963748,2.076191738337326,Lou Saban,Lou Saban,95.84605986560783
CAR,2013,0.75,0.5769884,0.5613739,0.18862611055374146,0.01561451,0.17301160097122192,0.18862611055374146,2.076191738337326,Ron Rivera,Ron Rivera,95.7849725106903
MIA,1995,0.5625,0.41061407,0.37428826,0.18821173906326294,0.036325812,0.15188592672348022,0.18821173906326294,2.076191738337326,Don Shula,Don Shula,95.72388515577276
CAR,2017,0.6875,0.50207376,0.49939853,0.18810147047042847,0.0026752353,0.1854262351989746,0.18810147047042847,2.076191738337326,Ron Rivera,Ron Rivera,95.66279780085523
RAI,1982,0.8889,0.694462,0.70154357,0.1873564304351807,-0.0070815682,0.19443799867630007,0.1873564304351807,2.076191738337326,Tom Flores,Tom Flores,95.6017104459377
MIA,2022,0.5294,0.3897519,0.34376308,0.18563691678047178,0.045988828,0.1396480888366699,0.18563691678047178,2.076191738337326,Mike McDaniel,Mike McDaniel,95.54062309102017
CLT,1992,0.5625,0.40429008,0.3773232,0.1851767897605896,0.02696687,0.1582099199295044,0.1851767897605896,2.076191738337326,Ted Marchibroda,Ted Marchibroda,95.47953573610263
HTX,2019,0.625,0.42749366,0.44008458,0.1849154233932495,-0.012590915,0.19750633835792542,0.1849154233932495,2.076191738337326,Bill O'Brien,Bill O'Brien,95.4184483811851
DAL,2022,0.7059,0.5135004,0.5222168,0.18368320312499997,-0.008716404,0.19239960756301877,0.18368320312499997,2.076191738337326,Mike McCarthy,Mike McCarthy,95.35736102626757
SEA,2006,0.5625,0.42094296,0.3813473,0.18115270137786865,0.039595664,0.14155703783035278,0.18115270137786865,2.076191738337326,Mike Holmgren,Mike Holmgren,95.29627367135004
RAM,2001,0.875,0.7326087,0.6966467,0.17835330963134766,0.035961986,0.14239132404327393,0.17835330963134766,2.076191738337326,Mike Martz,Mike Martz,95.23518631643249
DEN,1972,0.3571,0.21292588,0.17974871,0.17735128602981565,0.033177167,0.14417411885261533,0.17735128602981565,2.076191738337326,John Ralston,John Ralston,95.17409896151496
PIT,2016,0.6875,0.5399191,0.51110494,0.17639505863189697,0.028814137,0.14758092164993286,0.17639505863189697,2.076191738337326,Mike Tomlin,Mike Tomlin,95.11301160659742
MIA,1989,0.5,0.36783132,0.3241865,0.1758134961128235,0.043644816,0.13216868042945862,0.1758134961128235,2.076191738337326,Don Shula,Don Shula,95.05192425167989
RAM,2004,0.5,0.41084862,0.3242367,0.1757633090019226,0.08661193,0.08915138244628906,0.1757633090019226,2.076191738337326,Mike Martz,Mike Martz,94.99083689676236
PIT,2001,0.8125,0.6633747,0.63722354,0.17527645826339722,0.02615118,0.14912527799606323,0.17527645826339722,2.076191738337326,Bill Cowher,Bill Cowher,94.92974954184484
GNB,2011,0.9375,0.7877463,0.7638886,0.17361140251159668,0.023857713,0.14975368976593018,0.17361140251159668,2.076191738337326,Mike McCarthy,Mike McCarthy,94.86866218692731
TAM,1995,0.4375,0.2631431,0.26467755,0.17282244563102722,-0.001534462,0.17435690760612488,0.17282244563102722,2.076191738337326,Sam Wyche,Sam Wyche,94.80757483200978
KAN,2022,0.8235,0.68964493,0.6514953,0.1720047221183777,0.038149655,0.1338550672531128,0.1720047221183777,2.076191738337326,Andy Reid,Andy Reid,94.74648747709224
DAL,2008,0.5625,0.40875608,0.39100406,0.1714959442615509,0.017752022,0.1537439227104187,0.1714959442615509,2.076191738337326,Wade Phillips,Wade Phillips,94.68540012217471
DAL,2003,0.625,0.4839865,0.45363262,0.17136737704277039,0.030353874,0.141013503074646,0.17136737704277039,2.076191738337326,Bill Parcells,Bill Parcells,94.62431276725718
MIN,1997,0.5625,0.40757817,0.39148542,0.17101457715034485,0.016092747,0.15492182970046997,0.17101457715034485,2.076191738337326,Dennis Green,Dennis Green,94.56322541233965
NWE,1976,0.7857,0.6376634,0.6168629,0.16883710689544673,0.02080053,0.1480365759849548,0.16883710689544673,2.076191738337326,Chuck Fairbanks,Chuck Fairbanks,94.50213805742212
NOR,2013,0.6875,0.53570646,0.52020335,0.1672966480255127,0.0155031085,0.15179353952407837,0.1672966480255127,2.076191738337326,Sean Payton,Sean Payton,94.44105070250458
CRD,1982,0.5556,0.32074618,0.38841802,0.16718198118209837,-0.067671835,0.23485381660461424,0.16718198118209837,2.076191738337326,Jim Hanifan,Jim Hanifan,94.37996334758705
DAL,2007,0.8125,0.6647942,0.64573836,0.1667616367340088,0.019055843,0.1477057933807373,0.1667616367340088,2.076191738337326,Wade Phillips,Wade Phillips,94.31887599266952
NYJ,1979,0.5,0.30837056,0.3333479,0.166652113199234,-0.024977326,0.19162943959236145,0.166652113199234,2.076191738337326,Walt Michaels,Walt Michaels,94.25778863775199
DEN,1977,0.8571,0.6992339,0.6909596,0.16614042720794675,0.008274317,0.15786611042022702,0.16614042720794675,2.076191738337326,Red Miller,Red Miller,94.19670128283445
SEA,2013,0.8125,0.67521626,0.6467377,0.1657623052597046,0.028478563,0.13728374242782593,0.1657623052597046,2.076191738337326,Pete Carroll,Pete Carroll,94.13561392791692
BUF,2022,0.8125,0.645258,0.647262,0.16523802280426025,-0.0020039678,0.16724199056625366,0.16523802280426025,2.076191738337326,Sean McDermott,Sean McDermott,94.07452657299939
MIA,1981,0.7188,0.59693474,0.5544675,0.16433250074386596,0.042467237,0.1218652642250061,0.16433250074386596,2.076191738337326,Don Shula,Don Shula,94.01343921808186
NOR,1987,0.8,0.6676792,0.635671,0.16432898044586186,0.03200817,0.1323208093643189,0.16432898044586186,2.076191738337326,Jim Mora Sr,Jim Mora Sr,93.95235186316432
PHI,2014,0.625,0.48807064,0.46098906,0.1640109419822693,0.027081579,0.13692936301231384,0.1640109419822693,2.076191738337326,Chip Kelly,Chip Kelly,93.89126450824679
WAS,1972,0.7857,0.67006886,0.6217107,0.16398928232192989,0.048358142,0.11563113994598384,0.16398928232192989,2.076191738337326,George Allen,George Allen,93.83017715332926
NWE,2003,0.875,0.72947025,0.7112816,0.16371840238571167,0.018188655,0.14552974700927734,0.16371840238571167,2.076191738337326,Bill Belichick,Bill Belichick,93.76908979841173
MIA,2001,0.6875,0.5317888,0.5238554,0.16364461183547974,0.007933438,0.15571117401123047,0.16364461183547974,2.076191738337326,Dave Wannstedt,Dave Wannstedt,93.7080024434942
JAX,2010,0.5,0.33801693,0.33665237,0.16334763169288635,0.0013645589,0.16198307275772095,0.16334763169288635,2.076191738337326,Jack Del Rio,Jack Del Rio,93.64691508857666
KAN,2020,0.875,0.7470354,0.7119786,0.16302138566970825,0.03505677,0.12796461582183838,0.16302138566970825,2.076191738337326,Andy Reid,Andy Reid,93.58582773365913
DEN,1975,0.4286,0.30257496,0.26601338,0.16258661613464354,0.03656158,0.12602503762245176,0.16258661613464354,2.076191738337326,John Ralston,John Ralston,93.5247403787416
MIN,2022,0.7647,0.62008524,0.60233444,0.16236556024551396,0.0177508,0.14461476058959966,0.16236556024551396,2.076191738337326,Kevin O'Connell,Kevin O'Connell,93.46365302382407
GNB,2002,0.75,0.6428047,0.5881661,0.16183388233184814,0.054638565,0.10719531774520874,0.16183388233184814,2.076191738337326,Mike Sherman,Mike Sherman,93.40256566890653
PIT,2017,0.8125,0.6707567,0.650998,0.16150200366973877,0.019758701,0.14174330234527588,0.16150200366973877,2.076191738337326,Mike Tomlin,Mike Tomlin,93.341478313989
PIT,1978,0.875,0.7660204,0.713924,0.16107600927352905,0.052096426,0.10897958278656006,0.16107600927352905,2.076191738337326,Chuck Noll,Chuck Noll,93.28039095907147
HTX,2015,0.5625,0.4286361,0.40182054,0.16067945957183838,0.026815563,0.1338638961315155,0.16067945957183838,2.076191738337326,Bill O'Brien,Bill O'Brien,93.21930360415394
MIA,1973,0.8571,0.73487115,0.6968124,0.16028760871887204,0.038058758,0.12222885093688962,0.16028760871887204,2.076191738337326,Don Shula,Don Shula,93.1582162492364
NYJ,2013,0.5,0.35949045,0.34025273,0.15974727272987366,0.019237727,0.14050954580307007,0.15974727272987366,2.076191738337326,Rex Ryan,Rex Ryan,93.09712889431889
WAS,1985,0.625,0.51214325,0.4655284,0.15947160124778748,0.046614856,0.11285674571990967,0.15947160124778748,2.076191738337326,Joe Gibbs,Joe Gibbs,93.03604153940135
NYG,1989,0.75,0.63897157,0.590733,0.15926700830459595,0.048238575,0.11102843284606934,0.15926700830459595,2.076191738337326,Bill Parcells,Bill Parcells,92.97495418448382
WAS,1986,0.75,0.6157049,0.59078646,0.15921354293823242,0.024918437,0.13429510593414307,0.15921354293823242,2.076191738337326,Joe Gibbs,Joe Gibbs,92.91386682956629
GNB,2007,0.8125,0.6118424,0.65395194,0.15854805707931519,-0.04210955,0.20065760612487793,0.15854805707931519,2.076191738337326,Mike McCarthy,Mike McCarthy,92.85277947464876
DEN,2013,0.8125,0.6528645,0.65424186,0.15825814008712769,-0.0013773441,0.1596354842185974,0.15825814008712769,2.076191738337326,John Fox,John Fox,92.79169211973122
MIN,1976,0.8214,0.7264823,0.6632108,0.15818919076919558,0.06327146,0.0949177278518677,0.15818919076919558,2.076191738337326,Bud Grant,Bud Grant,92.73060476481369
SEA,1984,0.75,0.61213595,0.59197474,0.15802526473999023,0.020161211,0.13786405324935913,0.15802526473999023,2.076191738337326,Chuck Knox,Chuck Knox,92.66951740989614
NYJ,2019,0.4375,0.25680494,0.27949744,0.1580025553703308,-0.022692502,0.1806950569152832,0.1580025553703308,2.076191738337326,Adam Gase,Adam Gase,92.60843005497861
MIA,1984,0.875,0.7687184,0.7172441,0.15775591135025024,0.051474333,0.106281578540802,0.15775591135025024,2.076191738337326,Don Shula,Don Shula,92.54734270006108
WAS,1987,0.7333,0.6396018,0.5756879,0.15761211471557612,0.06391394,0.09369817333221431,0.15761211471557612,2.076191738337326,Joe Gibbs,Joe Gibbs,92.48625534514355
SDG,2009,0.8125,0.6174807,0.6553512,0.15714877843856812,-0.037870526,0.19501930475234985,0.15714877843856812,2.076191738337326,Norv Turner,Norv Turner,92.42516799022602
MIA,1982,0.7778,0.64541465,0.6207961,0.15700391559600835,0.024618566,0.13238534955978398,0.15700391559600835,2.076191738337326,Don Shula,Don Shula,92.36408063530848
SEA,1989,0.4375,0.3184619,0.2805097,0.15699028968811035,0.037952185,0.11903810501098633,0.15699028968811035,2.076191738337326,Chuck Knox,Chuck Knox,92.30299328039095
CRD,2014,0.6875,0.5630234,0.5307166,0.15678340196609497,0.03230679,0.1244766116142273,0.15678340196609497,2.076191738337326,Bruce Arians,Bruce Arians,92.24190592547342
CRD,1974,0.7143,0.6038311,0.55817926,0.1561207406997681,0.045651853,0.1104688876152039,0.1561207406997681,2.076191738337326,Don Coryell,Don Coryell,92.1808185705559
CIN,1981,0.75,0.62104934,0.59412736,0.155872642993927,0.026921988,0.12895065546035767,0.155872642993927,2.076191738337326,Forrest Gregg,Forrest Gregg,92.11973121563837
CLE,2021,0.4706,0.35438773,0.31505907,0.1555409341812134,0.039328665,0.11621226963996889,0.1555409341812134,2.076191738337326,Kevin Stefanski,Kevin Stefanski,92.05864386072084
PIT,1995,0.6875,0.5476376,0.53214955,0.1553504467010498,0.0154880285,0.13986241817474365,0.1553504467010498,2.076191738337326,Bill Cowher,Bill Cowher,91.9975565058033
DEN,1987,0.7,0.5911101,0.5465158,0.15348417758941646,0.044594288,0.108889889717102,0.15348417758941646,2.076191738337326,Dan Reeves,Dan Reeves,91.93646915088577
CLT,1988,0.5625,0.4328497,0.40914828,0.15335172414779663,0.02370143,0.1296502947807312,0.15335172414779663,2.076191738337326,Ron Meyer,Ron Meyer,91.87538179596824
NOR,2018,0.8125,0.6836888,0.6591723,0.15332770347595215,0.024516523,0.12881118059158325,0.15332770347595215,2.076191738337326,Sean Payton,Sean Payton,91.8142944410507
BUF,1993,0.75,0.6329413,0.5972546,0.15274542570114136,0.03568673,0.11705869436264038,0.15274542570114136,2.076191738337326,Marv Levy,Marv Levy,91.75320708613317
ATL,2012,0.8125,0.6840627,0.66021466,0.15228533744812012,0.023848057,0.12843728065490723,0.15228533744812012,2.076191738337326,Mike Smith,Mike Smith,91.69211973121564
SEA,1987,0.6,0.50263673,0.44809312,0.15190688371658323,0.054543614,0.09736326932907102,0.15190688371658323,2.076191738337326,Chuck Knox,Chuck Knox,91.63103237629811
NYG,1990,0.8125,0.71355134,0.6606009,0.15189909934997559,0.05295044,0.0989486575126648,0.15189909934997559,2.076191738337326,Bill Parcells,Bill Parcells,91.56994502138058
KAN,1989,0.5312,0.43333584,0.37938204,0.15181795592308045,0.053953797,0.09786415929794312,0.15181795592308045,2.076191738337326,Marty Schottenheimer,Marty Schottenheimer,91.50885766646304
GNB,2017,0.4375,0.2861081,0.28651157,0.15098842978477478,-0.00040346384,0.1513918936252594,0.15098842978477478,2.076191738337326,Mike McCarthy,Mike McCarthy,91.44777031154551
PIT,1974,0.75,0.6397017,0.5996012,0.15039879083633423,0.040100515,0.1102982759475708,0.15039879083633423,2.076191738337326,Chuck Noll,Chuck Noll,91.38668295662798
NYJ,1978,0.5,0.30428913,0.35005975,0.14994025230407715,-0.045770615,0.19571086764335632,0.14994025230407715,2.076191738337326,Walt Michaels,Walt Michaels,91.32559560171045
TAM,1979,0.625,0.50214404,0.4758736,0.14912641048431396,0.02627045,0.12285596132278442,0.14912641048431396,2.076191738337326,John McKay,John McKay,91.26450824679291
CAR,2008,0.75,0.6105991,0.6009555,0.14904451370239258,0.009643614,0.1394008994102478,0.14904451370239258,2.076191738337326,John Fox,John Fox,91.20342089187538
CHI,2006,0.8125,0.6764521,0.6643756,0.14812439680099487,0.012076497,0.13604789972305298,0.14812439680099487,2.076191738337326,Lovie Smith,Lovie Smith,91.14233353695785
MIN,2024,0.8235,0.7266299,0.67537963,0.1481203660964966,0.05125028,0.09687008714675904,0.1481203660964966,2.076191738337326,Kevin O'Connell,Kevin O'Connell,91.08124618204032
SEA,2014,0.75,0.6186034,0.6021451,0.14785492420196533,0.016458333,0.1313965916633606,0.14785492420196533,2.076191738337326,Pete Carroll,Pete Carroll,91.02015882712278
MIA,1979,0.625,0.54602367,0.47722447,0.1477755308151245,0.0687992,0.0789763331413269,0.1477755308151245,2.076191738337326,Don Shula,Don Shula,90.95907147220525
JAX,1998,0.6875,0.5502813,0.5400066,0.1474934220314026,0.010274708,0.13721871376037598,0.1474934220314026,2.076191738337326,Tom Coughlin,Tom Coughlin,90.89798411728772
NOR,2019,0.8125,0.6993205,0.6652317,0.14726829528808594,0.03408879,0.11317950487136841,0.14726829528808594,2.076191738337326,Sean Payton,Sean Payton,90.83689676237019
DEN,1998,0.875,0.76093566,0.7280244,0.146975576877594,0.03291124,0.11406433582305908,0.146975576877594,2.076191738337326,Mike Shanahan,Mike Shanahan,90.77580940745266
CLE,1976,0.6429,0.49368638,0.49622276,0.1466772357463837,-0.0025363863,0.14921362199783328,0.1466772357463837,2.076191738337326,Forrest Gregg,Forrest Gregg,90.71472205253512
CAR,2007,0.4375,0.29832587,0.29193577,0.1455642282962799,0.0063900948,0.13917413353919983,0.1455642282962799,2.076191738337326,John Fox,John Fox,90.65363469761759
RAI,1984,0.6875,0.5666336,0.542457,0.1450430154800415,0.024176598,0.12086641788482666,0.1450430154800415,2.076191738337326,Tom Flores,Tom Flores,90.59254734270006
