PFR_Team,Team_cap,Total CapAllocations,Cap SpaceAll,DeadCap,Total CapAllocations_Pct,Cap SpaceAll_Pct,DeadCap_Pct,Total_Cap_For_Calc,QB,RB,WR,TE,OL,Off,DL,LB,SEC,Def,K,P,LS,SPT,Total,Total CapAllocations_Pct,Cap SpaceAll_Pct,Active53-Man_Pct,ReservesIR/PUP/NFI/SUSP_Pct,DeadCap_Pct,QB_Pct,RB_Pct,WR_Pct,TE_Pct,OL_Pct,DL_Pct,LB_Pct,SEC_Pct,K_Pct,P_Pct,LS_Pct,Off_Pct,Def_Pct,SPT_Pct,Year,Scraped_Date,Team_pos,Rank,Record,PlayersActive,Avg AgeTeam,Active53-Man,ReservesIR/PUP/NFI/SUSP
det,DETDET,122454221,-779221,1303854,101.73,-0.65,1.08,122454221,9.05,7.47,24.03,5.64,22.67,68.86,27.31,9.12,12.07,48.5,2.85,1.37,0.88,5.1000000000000005,122.45,101.73,-0.65,100.17,0.48,1.08,7.39,6.1,19.62,4.61,18.51,22.3,7.45,9.86,2.33,1.12,0.72,56.23,39.61,4.16,2011,2025-08-15 15:18:04,DET,26,-,59,26.9,120575367,575000.0
gnb,GBGB,116059559,9515441,3217676,96.42,7.9,2.67,116059559,8.82,5.68,18.07,3.12,19.07,54.76,11.53,18.26,25.48,55.27,2.25,0.41,0.73,3.39,116.06,96.42,7.9,93.58,0.0,2.67,7.6,4.89,15.57,2.69,16.43,9.93,15.73,21.95,1.94,0.35,0.63,47.18,47.62,2.92,2011,2025-08-15 15:18:04,GB,17,-,60,25.8,112648083,0.0
htx,HOUHOU,122139328,-1764328,5997887,101.47,-1.47,4.98,122139328,12.33,3.45,16.17,7.07,18.87,57.89,30.11,8.57,22.03,60.71,2.15,0.35,0.45,2.95,122.14,101.47,-1.47,93.83,2.57,4.98,10.1,2.82,13.24,5.79,15.45,24.65,7.02,18.04,1.76,0.29,0.37,47.4,49.71,2.42,2011,2025-08-15 15:18:04,HOU,28,-,57,26.3,112947071,3097470.0
clt,INDIND,120760609,2114391,2936054,100.32,1.76,2.44,120760609,19.82,8.75,13.19,10.35,12.72,64.83,8.5,28.65,15.29,52.44,2.6,0.53,0.0,3.13,120.76,100.32,1.76,94.87,2.93,2.44,16.41,7.25,10.92,8.57,10.53,7.04,23.72,12.66,2.15,0.44,0.0,53.68,43.42,2.59,2011,2025-08-15 15:18:04,IND,24,-,59,26.4,114200303,3527352.0
jax,JAXJAX,90618988,60756012,3691965,75.28,50.47,3.07,90618988,4.45,8.24,6.33,5.14,14.24,38.40000000000001,17.3,11.91,14.12,43.33,2.41,0.0,0.88,3.29,90.62,75.28,50.47,69.48,2.49,3.07,4.91,9.09,6.99,5.67,15.71,19.09,13.14,15.58,2.66,0.0,0.97,42.38,47.82,3.63,2011,2025-08-15 15:18:04,JAX,1,-,65,26.2,83637656,2998667.0
kan,KCKC,104478066,39906934,622382,86.79,33.15,0.52,104478066,16.38,9.49,8.71,1.64,9.04,45.26,22.22,12.87,18.27,53.36,0.93,1.98,0.69,3.6,104.48,86.79,33.15,85.49,0.62,0.52,15.68,9.08,8.34,1.57,8.65,21.27,12.32,17.49,0.89,1.9,0.66,43.32,51.07,3.45,2011,2025-08-15 15:18:04,KC,3,-,52,26.1,102911884,750000.0
mia,MIAMIA,133065091,-3790091,18889195,110.54,-3.15,15.69,133065091,5.71,6.26,15.79,4.03,36.13,67.92,28.01,19.78,13.87,61.66,1.34,1.29,0.85,3.48,133.07,110.54,-3.15,94.45,0.0,15.69,4.29,4.7,11.87,3.03,27.15,21.05,14.86,10.42,1.01,0.97,0.64,51.04,46.34,2.62,2011,2025-08-15 15:18:04,MIA,30,-,62,26.5,113691396,0.0
min,MINMIN,123853123,-1528123,2822156,102.89,-1.27,2.34,123853123,8.04,14.17,8.1,9.26,14.09,53.66,28.12,15.41,21.87,65.4,2.38,1.51,0.9,4.79,123.85,102.89,-1.27,92.71,7.51,2.34,6.49,11.44,6.54,7.48,11.38,22.7,12.44,17.66,1.92,1.22,0.73,43.33,52.8,3.87,2011,2025-08-15 15:18:04,MIN,27,-,58,26.2,111603701,9039666.0
nwe,NENE,115253675,11781325,8407702,95.75,9.79,6.98,115253675,14.04,3.86,11.51,4.36,27.54,61.31,18.66,18.21,13.38,50.25000000000001,2.6,0.5,0.38,3.48,115.25,95.75,9.79,87.28,0.73,6.98,12.18,3.35,9.99,3.78,23.9,16.19,15.8,11.61,2.26,0.43,0.33,53.2,43.6,3.02,2011,2025-08-15 15:18:04,NE,16,-,66,26.7,105061299,875000.0
nor,NONO,107727714,16867286,7736766,89.49,14.01,6.43,107727714,13.09,11.37,12.51,2.07,15.72,54.76,13.47,21.19,15.38,50.040000000000006,1.63,0.52,0.41,2.56,107.73,89.49,14.01,82.88,0.19,6.43,12.15,10.55,11.61,1.92,14.59,12.5,19.67,14.28,1.51,0.48,0.38,50.83,46.45,2.38,2011,2025-08-15 15:18:04,NO,12,-,47,26.3,99762948,228000.0
nyg,NYGNYG,125052985,-3617985,3011598,103.89,-3.01,2.5,125052985,18.09,11.92,6.81,1.52,26.8,65.14,24.96,12.33,18.86,56.15,1.5,0.86,0.92,3.28,125.05,103.89,-3.01,101.15,0.24,2.5,14.47,9.53,5.45,1.22,21.43,19.96,9.86,15.08,1.2,0.69,0.74,52.09,44.9,2.62,2011,2025-08-15 15:18:04,NYG,29,-,66,26.5,121753387,288000.0
nyj,NYJNYJ,124983441,3591559,10645723,103.83,2.98,8.84,124983441,19.31,3.04,10.59,3.13,27.24,63.31,9.8,28.31,21.72,59.83,0.55,0.38,0.45,1.38,124.98,103.83,2.98,94.98,0.0,8.84,15.45,2.43,8.47,2.5,21.79,7.84,22.65,17.38,0.44,0.3,0.36,50.65,47.87,1.1,2011,2025-08-15 15:18:04,NYJ,22,-,64,26.2,114337718,0.0
rai,OAKOAK,110663062,12711938,829240,91.93,10.56,0.69,110663062,8.35,14.99,14.8,5.04,9.79,52.97,21.64,11.93,14.69,48.26,3.73,4.3,0.96,8.989999999999998,110.66,91.93,10.56,87.75,3.42,0.69,7.55,13.55,13.37,4.55,8.85,19.55,10.78,13.27,3.37,3.89,0.87,47.87,43.61,8.12,2011,2025-08-15 15:18:04,OAK,15,-,52,26.4,105625393,4111529.0
phi,PHIPHI,125772322,5502678,6495250,104.48,4.57,5.4,125772322,20.71,1.88,10.62,3.77,18.72,55.7,33.3,9.32,24.98,67.6,0.48,0.38,0.92,1.78,125.77,104.48,4.57,98.25,0.44,5.4,16.47,1.49,8.44,3.0,14.88,26.48,7.41,19.86,0.38,0.3,0.73,44.29,53.75,1.42,2011,2025-08-15 15:18:04,PHI,20,-,63,26.0,118267572,525000.0
pit,PITPIT,128561003,-7680003,3346742,106.8,-6.38,2.78,128561003,15.46,4.03,9.27,6.0,20.4,55.16,19.06,28.65,22.75,70.46,1.15,0.98,0.79,2.92,128.56,106.8,-6.38,96.42,7.6,2.78,12.03,3.13,7.21,4.67,15.87,14.83,22.29,17.7,0.89,0.76,0.61,42.91,54.81,2.27,2011,2025-08-15 15:18:04,PIT,32,-,70,26.6,116070403,9143858.0
sdg,SDSD,117120555,3254445,2143593,97.3,2.7,1.78,117120555,16.01,4.16,18.44,7.41,24.39,70.41,17.78,9.16,13.88,40.82,1.8,1.34,0.45,3.5900000000000003,117.12,97.3,2.7,87.76,7.6,1.78,13.67,3.55,15.74,6.33,20.82,15.18,7.82,11.85,1.54,1.14,0.38,60.12,34.85,3.07,2011,2025-08-15 15:18:04,SD,23,-,56,26.6,105636496,9146666.0
sea,SEASEA,109313402,32161598,20623628,90.81,26.72,17.13,109313402,7.65,6.18,13.63,5.67,25.66,58.790000000000006,17.94,12.78,16.84,47.56,0.0,1.21,0.41,1.62,109.31,90.81,26.72,73.55,0.0,17.13,7.0,5.65,12.47,5.19,23.47,16.41,11.69,15.41,0.0,1.11,0.38,53.78,43.51,1.48,2011,2025-08-15 15:18:04,SEA,5,-,66,26.0,88541574,0.0
sfo,SFSF,115371935,21503065,8000971,95.84,17.86,6.65,115371935,7.09,10.14,12.39,9.11,18.01,56.74000000000001,20.85,14.55,17.57,52.97000000000001,1.92,1.34,1.13,4.39,115.37,95.84,17.86,89.04,0.0,6.65,6.15,8.79,10.74,7.9,15.61,18.07,12.61,15.23,1.66,1.16,0.98,49.18,45.91,3.81,2011,2025-08-15 15:18:04,SF,10,-,65,26.2,107177164,0.0
ram,STLSTL,109918844,13956156,2080685,91.31,11.59,1.73,109918844,14.62,11.64,7.02,2.84,29.6,65.72,16.76,5.69,16.38,38.83,3.56,1.34,0.38,5.28,109.92,91.31,11.59,88.67,0.67,1.73,13.3,10.59,6.39,2.58,26.93,15.25,5.18,14.9,3.24,1.22,0.35,59.79,35.33,4.8,2011,2025-08-15 15:18:04,STL,14,-,59,26.5,106735081,812378.0
tam,TBTB,87734299,56140701,6181948,72.88,46.64,5.14,87734299,2.9,2.41,7.59,9.17,26.36,48.43,10.34,8.74,13.18,32.26,1.84,4.0,0.78,6.62,87.73,72.88,46.64,67.67,0.0,5.14,3.31,2.75,8.65,10.45,30.05,11.79,9.96,15.02,2.1,4.56,0.89,55.2,36.77,7.55,2011,2025-08-15 15:18:04,TB,2,-,53,25.0,81455451,0.0
oti,TENTEN,113611327,14873673,5737003,94.38,12.36,4.77,113611327,10.23,7.38,9.09,3.89,28.27,58.86,10.44,17.06,21.57,49.07,3.23,1.13,0.0,4.3599999999999985,113.61,94.38,12.36,89.62,0.0,4.77,9.0,6.5,8.0,3.42,24.88,9.19,15.02,18.99,2.84,0.99,0.0,51.81,43.19,3.84,2011,2025-08-15 15:18:04,TEN,13,-,59,25.9,107874324,0.0
was,WASWAS,126049398,7825602,17158148,104.71,6.5,14.25,126049398,2.61,5.33,10.05,8.57,29.18,55.74,21.57,15.38,29.91,66.86,0.53,1.35,0.45,2.33,126.58,104.71,6.5,83.79,6.67,14.25,2.07,4.23,7.97,6.8,23.15,17.11,12.2,23.73,0.42,1.07,0.36,44.22,53.04,1.85,2011,2025-08-15 15:18:04,WAS,18,-,66,26.6,100868212,8023038.0
