PFR_Team,Team_cap,Total CapAllocations,Cap SpaceAll,DeadCap,Total CapAllocations_Pct,Cap SpaceAll_Pct,DeadCap_Pct,Total_Cap_For_Calc,QB,RB,WR,TE,OL,Off,DL,LB,SEC,Def,K,P,LS,SPT,Total,Total CapAllocations_Pct,Cap SpaceAll_Pct,Active53-Man_Pct,ReservesIR/PUP/NFI/SUSP_Pct,DeadCap_Pct,QB_Pct,RB_Pct,WR_Pct,TE_Pct,OL_Pct,DL_Pct,LB_Pct,SEC_Pct,K_Pct,P_Pct,LS_Pct,Off_Pct,Def_Pct,SPT_Pct,Year,Scraped_Date,Team_pos,Rank,Record,PlayersActive,Avg AgeTeam,Active53-Man,ReservesIR/PUP/NFI/SUSP
gnb,GBGB,191756597,5328829,18461901,101.89,2.83,9.81,191756597,30.38,2.73,17.07,16.23,46.81,113.22,12.27,34.85,24.23,71.35000000000002,4.85,0.62,0.59,6.06,191.76,101.89,2.83,87.07,5.01,9.81,15.84,1.42,8.9,8.46,24.41,6.4,18.17,12.64,2.53,0.32,0.31,59.04,37.21,3.16,2019,2025-08-15 15:24:42,GB,24,13-3-0,53,26.2,163872581,9422115
min,MINMIN,191016955,805215,8379795,101.5,0.43,4.45,191016955,30.04,3.77,25.26,6.19,26.29,91.55,38.4,13.76,42.89,95.05,2.19,0.65,0.62,3.46,191.02,101.5,0.43,94.14,2.89,4.45,15.73,1.97,13.22,3.24,13.76,20.1,7.2,22.45,1.15,0.34,0.32,47.93,49.76,1.81,2019,2025-08-15 15:24:42,MIN,29,10-6-0,51,26.1,177166406,5438754
jax,JAXJAX,190540169,10868564,36694954,101.24,5.78,19.5,190540169,28.67,10.54,14.77,7.2,32.63,93.81,42.23,12.97,38.29,93.49,2.13,0.59,0.52,3.24,190.54,101.24,5.78,65.22,16.52,19.5,15.05,5.53,7.75,3.78,17.12,22.16,6.81,20.1,1.12,0.31,0.27,49.23,49.07,1.7,2019,2025-08-15 15:24:42,JAX,18,6-10-0,53,25.3,122743628,31085587
rav,BALBAL,190028527,-2323572,30289731,100.97,-1.23,16.09,190028527,20.19,4.94,17.28,6.84,29.35,78.6,21.81,11.24,67.52,100.57,4.7,3.95,1.24,9.89,190.03,100.97,-1.23,74.13,10.71,16.09,10.62,2.6,9.09,3.6,15.45,11.48,5.91,35.53,2.47,2.08,0.65,41.36,52.92,5.2,2019,2025-08-15 15:24:42,BAL,31,14-2-0,53,26.8,139521776,20153020
nyj,NYJNYJ,188464903,14024951,27627375,100.14,7.45,14.68,188464903,9.61,13.78,20.28,3.08,39.3,86.05,33.69,31.05,34.5,99.24,1.0,0.74,0.77,2.51,188.46,100.14,7.45,51.37,34.09,14.68,5.1,7.31,10.76,1.63,20.85,17.88,16.48,18.31,0.53,0.39,0.41,45.66,52.66,1.33,2019,2025-08-15 15:24:42,NYJ,12,7-9-0,53,26.0,96678757,64158771
nor,NONO,187888357,2116308,22045611,99.83,1.12,11.71,187888357,29.35,4.07,16.19,9.96,45.34,104.91,26.41,20.92,27.64,74.97,1.9,4.25,0.65,6.800000000000002,187.89,99.83,1.12,81.4,6.72,11.71,15.62,2.17,8.62,5.3,24.13,14.06,11.13,14.71,1.01,2.26,0.35,55.84,39.9,3.62,2019,2025-08-15 15:24:42,NO,26,13-3-0,52,26.7,153202407,12640339
cin,CINCIN,184954951,11228791,13714635,98.28,5.97,7.29,184954951,17.73,8.63,29.58,12.1,34.68,102.72,32.63,11.61,31.92,76.16,1.84,2.75,1.11,5.7,184.95,98.28,5.97,70.33,20.66,7.29,9.59,4.67,15.99,6.54,18.75,17.64,6.28,17.26,0.99,1.49,0.6,55.54,41.18,3.08,2019,2025-08-15 15:24:42,CIN,17,2-14-0,52,25.9,132358691,38881625
tam,TBTB,184939978,10019020,10905630,98.27,5.32,5.79,184939978,23.31,5.01,22.47,11.74,43.35,105.88,31.47,28.55,15.17,75.19,0.77,2.6,0.5,3.87,184.94,98.27,5.32,79.79,12.61,5.79,12.6,2.71,12.15,6.35,23.44,17.02,15.44,8.2,0.42,1.41,0.27,57.25,40.66,2.09,2019,2025-08-15 15:24:42,TB,20,7-9-0,53,26.0,150155466,23734882
sea,SEASEA,184894364,11890797,26351929,98.24,6.32,14.0,184894364,27.06,5.05,20.71,7.11,34.17,94.1,29.76,29.78,26.18,85.72,2.5,1.24,0.88,4.62,184.89,98.24,6.32,69.61,14.59,14.0,14.64,2.73,11.2,3.85,18.48,16.1,16.11,14.16,1.35,0.67,0.48,50.89,46.36,2.5,2019,2025-08-15 15:24:42,SEA,16,11-5-0,51,26.2,131014550,27463885
sdg,LACLAC,184097522,2968982,9015689,97.82,1.58,4.79,184097522,27.06,6.58,24.92,7.1,38.39,104.05,40.63,14.36,21.91,76.9,1.19,0.55,0.65,2.39,184.1,97.82,1.58,82.57,10.46,4.79,14.7,3.57,13.54,3.86,20.85,22.07,7.8,11.9,0.65,0.3,0.35,56.52,41.77,1.3,2019,2025-08-15 15:24:42,LAC,25,5-11-0,53,26.4,155395193,19686640
car,CARCAR,183741575,8605564,14622817,97.63,4.57,7.77,183741575,24.4,6.38,11.87,9.74,28.45,80.84,34.38,40.27,20.99,95.64,4.06,1.4,1.17,6.629999999999999,183.74,97.63,4.57,62.44,27.36,7.77,13.28,3.47,6.46,5.3,15.48,18.71,21.92,11.42,2.21,0.76,0.64,44.0,52.05,3.61,2019,2025-08-15 15:24:42,CAR,21,5-11-0,54,26.5,117512675,51486083
chi,CHICHI,182861976,12031237,10501014,97.16,6.39,5.58,182861976,14.28,3.74,29.75,13.9,20.3,81.97,19.04,35.34,39.49,93.87,4.56,1.65,0.82,7.0299999999999985,182.86,97.16,6.39,74.89,16.69,5.58,7.81,2.05,16.27,7.6,11.1,10.41,19.33,21.6,2.49,0.9,0.45,44.83,51.33,3.84,2019,2025-08-15 15:24:42,CHI,15,8-8-0,53,26.2,140944391,31416571
dal,DALDAL,182367508,18360084,10331548,96.9,9.76,5.49,182367508,2.98,7.46,28.01,5.74,53.23,97.42,42.68,17.37,19.53,79.58,0.63,2.3,0.74,3.67,182.37,96.9,9.76,79.09,12.32,5.49,1.63,4.09,15.36,3.15,29.19,23.4,9.52,10.71,0.35,1.26,0.41,53.42,43.64,2.01,2019,2025-08-15 15:24:42,DAL,9,8-8-0,52,26.6,148849800,23186160
den,DENDEN,182229585,12726531,31913480,96.83,6.76,16.96,182229585,15.97,5.09,15.65,7.82,28.07,72.6,20.18,44.59,37.85,102.62,4.0,0.9,1.0,5.9,182.23,96.83,6.76,55.95,23.92,16.96,8.76,2.79,8.59,4.29,15.4,11.07,24.47,20.77,2.2,0.49,0.55,39.84,56.31,3.24,2019,2025-08-15 15:24:42,DEN,14,7-9-0,52,25.3,105297174,45018931
ram,LARLAR,180977365,8439201,13604018,96.16,4.48,7.23,180977365,11.77,12.45,27.27,4.26,33.01,88.75999999999998,31.24,27.03,27.94,86.21,2.58,2.19,1.25,6.02,180.98,96.16,4.48,86.26,2.61,7.23,6.5,6.88,15.07,2.35,18.24,17.26,14.94,15.44,1.43,1.21,0.69,49.04,47.64,3.33,2019,2025-08-15 15:24:42,LAR,22,9-7-0,53,25.6,162333485,4903862
was,WASWAS,180627946,12923089,13310481,95.98,6.87,7.07,180627946,29.99,8.79,13.0,17.41,32.18,101.37,14.68,25.74,32.1,72.52000000000002,3.23,2.0,1.08,6.3100000000000005,180.63,95.98,6.87,41.76,47.08,7.07,16.6,4.87,7.2,9.64,17.82,8.13,14.25,17.77,1.79,1.11,0.6,56.12,40.15,3.49,2019,2025-08-15 15:24:42,WAS,13,3-13-0,53,26.0,78588363,88601102
det,DETDET,176627499,17783369,15128283,93.85,9.45,8.04,176627499,31.99,6.29,17.43,7.2,30.0,92.91,25.39,15.54,35.82,76.75,3.4,2.36,0.74,6.5,176.63,93.85,9.45,49.69,36.11,8.04,18.11,3.56,9.87,4.08,16.98,14.37,8.8,20.28,1.92,1.34,0.42,52.6,43.45,3.68,2019,2025-08-15 15:24:42,DET,10,3-12-1,53,25.8,93511403,67955813
mia,MIAMIA,175757955,21380539,66915649,93.39,11.36,35.56,175757955,25.54,3.46,23.54,5.33,18.45,76.32,28.18,9.61,59.22,97.01,0.59,0.65,0.66,1.9,175.76,93.39,11.36,32.34,25.48,35.56,14.53,1.97,13.39,3.03,10.5,16.03,5.47,33.69,0.34,0.37,0.38,43.42,55.2,1.08,2019,2025-08-15 15:24:42,MIA,6,5-11-0,54,25.4,60872168,47954138
buf,BUFBUF,174804987,25621283,16935454,92.88,13.61,9.0,174804987,9.03,8.33,20.57,14.87,32.75,85.55,47.86,11.45,21.36,80.67,5.03,0.57,0.85,6.45,174.8,92.88,13.61,81.2,2.68,9.0,5.17,4.77,11.77,8.51,18.74,27.38,6.55,12.22,2.88,0.33,0.49,48.94,46.15,3.69,2019,2025-08-15 15:24:42,BUF,4,10-6-0,53,26.9,152820449,5049084
rai,OAKOAK,173145802,19778721,23644634,92.0,10.51,12.56,173145802,25.84,7.62,19.83,6.79,43.78,103.86,22.85,11.06,33.03,66.94,0.59,0.55,0.6,1.7400000000000002,173.15,92.0,10.51,63.37,16.02,12.56,14.92,4.4,11.45,3.92,25.29,13.2,6.39,19.08,0.34,0.32,0.35,59.98,38.66,1.0,2019,2025-08-15 15:24:42,OAK,8,7-9-0,51,25.6,119270203,30142965
phi,PHIPHI,170362399,28538697,21682104,90.52,15.16,11.52,170362399,16.81,6.14,20.74,8.52,37.74,89.94999999999997,37.25,12.0,29.22,78.47,0.65,0.58,0.72,1.95,170.36,90.52,15.16,62.99,15.95,11.52,9.87,3.6,12.17,5.0,22.15,21.87,7.04,17.15,0.38,0.34,0.42,52.8,46.06,1.14,2019,2025-08-15 15:24:42,PHI,3,9-7-0,52,25.9,118556337,30019958
kan,KCKC,166507002,23408500,20952726,88.47,12.44,11.13,166507002,9.44,7.47,26.83,13.08,31.78,88.6,21.62,19.55,30.53,71.7,1.35,3.21,0.93,5.49,166.51,88.47,12.44,71.83,5.51,11.13,5.67,4.49,16.11,7.86,19.09,12.98,11.74,18.34,0.81,1.93,0.56,53.21,43.06,3.3,2019,2025-08-15 15:24:42,KC,5,12-4-0,53,26.7,135179512,10374764
